"96879",\N,"2015-04-09",\N,"净值标 
											 	 				 ","101826","已还款","短期周转",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","31岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97242",\N,"2014-12-16",\N,"七天活动标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97243",\N,"2014-12-16",\N,"企业三月标 
							 					 			 ","1000000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"10%",\N
"97244",\N,"2014-12-16",\N,"企业周转半月标 
							 					 			 ","400000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"1.4%",\N
"97245",\N,"2014-12-16",\N,"企业周转一月标   
							 					 			 ","400000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"2.8%",\N
"97246",\N,"2014-12-16",\N,"短期理财标 
							 					 ","200000","已还款","当日购买次日计息，满额后停止募集。
利润分配比例为客户60%，投顾方40%。
当日利润=投资本金（万）*每日每万元收入*0.6
初始权益为 600，0000.00 元 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97247",\N,"2014-12-16",\N,"中安宝A账户固定收益标（还款日期1月16日） 
							 					 ","200000","已还款","此A账户为 88820 账户专有公示标，
每日公布盈利情况，长期公示。
不再按满账户进行匹配，当日购买次日计息，满额后停止募集。
购买后累计工作日满21天将后台自动结算，利润分配比例为客户固定月息4.5%
盈余部分归投顾所有，不足部分由投顾补齐。
初始权益为 600，0000.00 元 
 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97248",\N,"2014-12-15",\N,"十点前还款！ 
											 ","10000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
									到期还本息",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97249",\N,"2014-12-15",\N,"企业周转标 
							 					 			 ","500000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"2.8%",\N
"97250",\N,"2014-12-15",\N,"短期理财定向标  
							 					 				 ","700000","已还款","当日购买次日计息，满额后停止募集。
利润分配比例为客户60%，投顾方40%。
当日利润=投资本金（万）*每日每万元收入*0.6
初始权益为 600，0000.00 元 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97251",\N,"2014-12-15",\N,"艾薇标、十点还 
											 ","25192","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
									到期还本息",\N,"女","26岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97252",\N,"2014-12-15",\N,"企业三月标 
							 					 			 ","1000000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"10%",\N
"97253",\N,"2014-12-15",\N,"企业周转标 
							 					 			 ","1000000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"1.4%",\N
"97254",\N,"2014-12-15",\N,"七天活动标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97255",\N,"2014-12-15",\N,"短期理财标 
							 					 ","400000","已还款","当日购买次日计息，满额后停止募集。
利润分配比例为客户60%，投顾方40%。
当日利润=投资本金（万）*每日每万元收入*0.6
初始权益为 600，0000.00 元 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97256",\N,"2014-12-15",\N,"中安宝A账户固定收益标（还款日期1月15日） 
							 					 ","450000","已还款","此A账户为 88820 账户专有公示标，
每日公布盈利情况，长期公示。
不再按满账户进行匹配，当日购买次日计息，满额后停止募集。
购买后累计工作日满21天将后台自动结算，利润分配比例为客户固定月息4.5%
盈余部分归投顾所有，不足部分由投顾补齐。
初始权益为 600，0000.00 元 
 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97257",\N,"2014-12-15",\N,"中安宝A账户固定收益标（还款日期1月14日） 
							 					 				 ","200000","已还款","此A账户为 88820 账户专有公示标，
每日公布盈利情况，长期公示。
不再按满账户进行匹配，当日购买次日计息，满额后停止募集。
购买后累计工作日满21天将后台自动结算，利润分配比例为客户固定月息4.5%
盈余部分归投顾所有，不足部分由投顾补齐。
初始权益为 600，0000.00 元 
 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97258",\N,"2014-12-14",\N,"中安宝A账户保低标（还款日期1月14日） 
							 					 ","600000","已还款","此A账户为 88820 账户专有公示标，
每日公布盈利情况，长期公示。
不再按满账户进行匹配，当日购买次日计息，满额后停止募集。
购买后累计工作日满21天将后台自动结算，利润分配比例为客户固定月息4.5%
盈余部分归投顾所有，不足部分由投顾补齐。
初始权益为 600，0000.00 元 
 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97259",\N,"2014-12-14",\N,"短期理财标 
							 					 ","300000","已还款","当日购买次日计息，满额后停止募集。
利润分配比例为客户60%，投顾方40%。
当日利润=投资本金（万）*每日每万元收入*0.6
初始权益为 600，0000.00 元 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97260",\N,"2014-12-14",\N,"十点前还款！ 
											 ","2118","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
									到期还本息",\N,"男","35岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97261",\N,"2014-12-14",\N,"七天活动标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97262",\N,"2014-12-14",\N,"企业三月标 
							 					 			 ","1000000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"10%",\N
"97263",\N,"2014-12-14",\N,"企业周转标 
							 					 			 ","1000000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"1.4%",\N
"97264",\N,"2014-12-14",\N,"短期理财标 
							 					 ","400000","已还款","当日购买次日计息，满额后停止募集。
利润分配比例为客户60%，投顾方40%。
当日利润=投资本金（万）*每日每万元收入*0.6
初始权益为 600，0000.00 元 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97265",\N,"2014-12-14",\N,"中安宝A账户固定收益标（还款日期1月14日） 
							 					 ","140000","已还款","此A账户为 88819 账户专有公示标，
每日公布盈利情况，长期公示。
不再按满账户进行匹配，当日购买次日计息，满额后停止募集。
购买后累计工作日满21天将后台自动结算，利润分配比例为客户固定月息4.5%
盈余部分归投顾所有，不足部分由投顾补齐。
初始权益为 600，0000.00 元 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97266",\N,"2014-12-13",\N,"短期理财定向标  
							 					 				 ","250000","已还款","当日购买次日计息，满额后停止募集。
利润分配比例为客户60%，投顾方40%。
当日利润=投资本金（万）*每日每万元收入*0.6
初始权益为 600，0000.00 元 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97267",\N,"2014-12-13",\N,"顶息一月标 
											 ","8258","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
									到期还本息",\N,"男","33岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97268",\N,"2014-12-13",\N,"欢迎PVQIU，保证还款 
											 ","10000","已还款",\N,\N,"23.24",\N,\N,\N,\N,"
									到期还本息",\N,"男","30岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97269",\N,"2014-12-13",\N,"七天活动标 
							 					 			 ","300000","已还款",\N,\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"0.1%",\N
"97270",\N,"2014-12-13",\N,"企业三月标 
							 					 			 ","1000000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"10%",\N
"97271",\N,"2014-12-13",\N,"企业周转标 
							 					 			 ","1000000","已还款","借款方商业概述
借款方是山东某制造工程有限公司，该1995年正式成立，公司实力雄厚，生产经营能力强大。
据银行征信系统显示，该公司目前负债水平正常，实际控制人信用记录良好。




借款方借款用途
公司备用金补充。




风险控制措施
借款方名下的厂房，价值可覆盖我方授信额度。同时追加股东及相关连人员签署连带责任担保。
另外签署由中安财富代理借款方长期银行融资手续。


风险评估
经中安财富评估，此标风险系数为：低 ",\N,"18.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"1.4%",\N
"97272",\N,"2014-12-13",\N,"中安保A账户固定收益标（还款日期1月14日） 
							 					 ","300000","已还款","此A账户为 88819 账户专有公示标，
每日公布盈利情况，长期公示。
不再按满账户进行匹配，当日购买次日计息，满额后停止募集。
购买后累计工作日满21天将后台自动结算，利润分配比例为客户固定月息4.5%
盈余部分归投顾所有，不足部分由投顾补齐。
初始权益为 600，0000.00 元 ",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
"97273",\N,"2014-12-13",\N,"中安保A账户公示标（还款日期1月14日） 
							 					 ","200000","已还款","此A账户为88811账户专有公示标
                        每日公布盈利情况，长期公示。
                        不再按满账户进行匹配，当日购买次日计息，满额后停止募集。
                        购买后累计工作日满21天将后台自动结算，利润分配比例为客户60%，投顾方40%
                        当日利润=投资本金（万）*每日每万元收入*0.6

	                        总利润为结算",\N,"1.00",\N,\N,\N,\N,"
				 
					到期全额还款",\N,"男","43岁",\N,\N,\N,\N,\N,\N,\N,"无",\N
